,Crime_ID,Month,Reported_by,Falls_within,Longitude,Latitude,Location,LSOA_code,LSOA_name,Crime_type,Last_outcome_category,Context,geometry
63685,33a33f970b616a22ce7e8f86f36b23765c5b9db205b8eed6744d18534df08e1e,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.053011,51.517026,On or near Bracken Close,E01003484,Newham 032B,Burglary,Under investigation,,POINT (5901.157526441601 6713264.280367319)
63693,9718141bb44c94705f592ea7028cc058151a6d177bb7ee9150571836620ace6b,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.032626,51.514342,On or near Otley Road,E01003516,Newham 032C,Burglary,Offender given conditional discharge,,POINT (3631.909706621345 6712784.15610417)
63726,f86e2930cabbfab9ecb7192aa47a40eaf070eae65cbd3aacda70926be5d335e5,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.06272,51.511469,On or near Bessie Lansbury Close,E01003480,Newham 033A,Burglary,Under investigation,,POINT (6981.9584625528 6712270.254139839)
63758,fb4bd031b7b39c894814dfe535796f6f7c31249fd26c33faadd0be055f8b55c9,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.07368,51.506546,On or near Albert Basin Way,E01003482,Newham 033B,Burglary,Under investigation,,POINT (8202.020081647524 6711389.737984832)
63759,93386abdf49b8fc98cc8c59ca2002818a0fbb2d86f99f01ff5bb5b8ee4d50571,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.058838,51.517437,On or near Bowyer Close,E01003482,Newham 033B,Burglary,Under investigation,,POINT (6549.816199295427 6713337.804129058)
63760,aa8edae63af7ffd01f651e43ea93ee63e087e925251b0b2afb3b23fd7f572bc1,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.065086,51.518855,On or near Eastbury Road,E01003482,Newham 033B,Burglary,Under investigation,,POINT (7245.340377771585 6713591.475144861)
63761,57e91b18fdb36c993120290806ca462858132487999cf0abcedddb3e29696dfe,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.08207,51.516415,On or near Shopping Area,E01003482,Newham 033B,Burglary,Under investigation,,POINT (9135.990609405313 6713154.979845587)
63764,a53dfc728bd286d2bb38ecc7960ed8c4cb8d74287b44dbad0f2d4703dbbd4b33,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.056916999999999995,51.519898,On or near Newham Way,E01003482,Newham 033B,Burglary,Under investigation,,POINT (6335.971457480079 6713778.06613064)
63860,11f1e7f3fb94c56385376ae576c7d83d0771144c047675f1e7b29ae14ecfbb9f,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.053389,51.515491,On or near Tulip Close,E01003486,Newham 033C,Burglary,Under investigation,,POINT (5943.236293960723 6712989.690188744)
63922,fb5ef9bc50bae752bd165cb0dd10028107fc6c3c22117961286b52190d9a3995,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.01964,51.510753,On or near Gill Avenue,E01003506,Newham 034D,Burglary,Under investigation,,POINT (2186.314799179916 6712142.186157821)
63962,d6baedd8ebae53bd6dd0580bd79238f7670a599838cf52c4da2106610342705a,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.00992,51.509615999999994,On or near Lower Lea Crossing,E01033576,Newham 034H,Burglary,Under investigation,,POINT (1104.289348667982 6711938.819769164)
64039,e285576cdd9b05f8a45bb4cdebc4d3829ad3199b5d4962ea67e9b5163a45d0b9,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.06475800000000001,51.507467,On or near Further/Higher Educational Building,E01003481,Newham 035B,Burglary,Under investigation,,POINT (7208.827584791475 6711554.458635428)
64062,52afcf641b1cbf6aa71241cd446ecc592f959d470b4face1a4bdb0a26abd48be,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.045627999999999995,51.511480999999996,On or near Emerald Close,E01003513,Newham 035D,Burglary,Under investigation,,POINT (5079.285725916845 6712272.400547753)
64080,76d3010004c1f28426715ffbe132ea35fcede4125d5738eea4512af5cf0f4688,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.01794,51.515333,On or near Fox Close,E01003511,Newham 036A,Burglary,Under investigation,,POINT (1997.071664830852 6712961.426708654)
64081,5a6043ab6daa483551ebcdaf7bb8cb0049309c341ce67f7737d5ec90ad8b090a,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.018976,51.515279,On or near Reed Close,E01003511,Newham 036A,Burglary,Under investigation,,POINT (2112.398657292661 6712951.767060721)
64100,652e1404ace4666adf93173cfebf24d0b36a24cebd8d704f8b9cbe708e25d247,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.040493,51.511058,On or near Bering Walk,E01003514,Newham 036C,Burglary,Under investigation,,POINT (4507.660140690647 6712196.740010227)
64101,70bafcd2d5c12325e8e883bc5c4172366f4221655533c97c8d753c4a33771c1e,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.039777,51.511807,On or near Caspian Walk,E01003514,Newham 036C,Burglary,Under investigation,,POINT (4427.955385284747 6712330.711512286)
64129,ba9e42b3f286f75c21a298fcc144a2f1946debff58cedde6b803d4e48ee1746e,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.02712,51.50816,On or near Conference/Exhibition Centre,E01003515,Newham 036D,Burglary,Under investigation,,POINT (3018.98459031466 6711678.403730653)
64131,4b5aa59898b38b2fcccf2d1cb7930957d6f5c8a1c5dcd9870c6c7848b65f7664,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.021848,51.511479,On or near Mandela Road,E01003515,Newham 036D,Burglary,Under investigation,,POINT (2432.108234851797 6712272.042813061)
64197,37235e3ac9f8c5685f3ec59fbd3fbfe59820b6d4ba2b1ec4849240ccb8423bcd,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.046682999999999995,51.503189,On or near Drew Road,E01003609,Newham 037A,Burglary,Under investigation,,POINT (5196.727788703592 6710789.36744545)
64198,37f29f7415897fa2db8531423924dc1fee55e90fac9c7ed4ab2a5be51d39773e,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.038396,51.500878,On or near Wards Wharf Approach,E01003609,Newham 037A,Burglary,Under investigation,,POINT (4274.223168497525 6710376.090700794)
64199,5a814facda3da2eee5ac02e15e4572fd928135d35ba77bff5a89bca351254b71,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.041357,51.503309,On or near Oriental Road,E01003609,Newham 037A,Burglary,Under investigation,,POINT (4603.840180736783 6710810.827649759)
64250,c845800b03ee73017ced18db45ed1855d333a06cdbe051bf526e23c4d36e6bdf,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.01867,51.504466,On or near Silvertown Way,E01033577,Newham 037E,Burglary,Under investigation,,POINT (2078.334893111189 6711017.742685488)
64251,40325efa05db426526abc3c8cd1ae41096b1669c26cfcce5cefaa10cffe26cd5,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.031501,51.502014,On or near Barrier Point Road,E01033577,Newham 037E,Burglary,Under investigation,,POINT (3506.675279479416 6710579.239263963)
64316,5c800f18d10afbc1e335e7097559a0e52840407c753f84f55efb69578e933aa5,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.028331,51.622939,On or near Epping New Road,E01003744,Redbridge 001A,Burglary,Under investigation,,POINT (3153.79249366301 6732233.037937066)
64337,8421c94fbdeb09a829cebfe6be21cfad89e301c5c01e3e47be3ca1463b5fb81e,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.033102,51.610744,On or near Broad Oak,E01003747,Redbridge 001D,Burglary,Under investigation,,POINT (3684.897784238856 6730046.69042589)
64342,4f66fb46f82f2bd77dd8663aba95283a7d887c6f819ee6886e21711140192ee7,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.032276,51.607125,On or near Supermarket,E01003748,Redbridge 001E,Burglary,Under investigation,,POINT (3592.947884842597 6729397.980840835)
64343,bed758b4ac7091ddb11864f1c53292969001b5820bbd782def6a42b94c17e787,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.033609,51.607865999999994,On or near The Broadway,E01003748,Redbridge 001E,Burglary,Under investigation,,POINT (3741.336766070442 6729530.801665904)
64365,799a978a74997d26818558a3a2349e6fd8fe69cd878507efb7624115207e09f5,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.022665,51.604359,On or near Grange Close,E01003750,Redbridge 001G,Burglary,Under investigation,,POINT (2523.056258829788 6728902.207273467)
64367,6f78f85569620d35f1779d460ba53bc81b83e662e553ed77927351dcbd377ee7,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.019552,51.607758000000004,On or near Chingford Lane,E01003750,Redbridge 001G,Burglary,Under investigation,,POINT (2176.518683991028 6729511.44303013)
64368,60fdc5f3c33534bddc0b2fdf1684313367def399c633beec082ccfe1f009ebb3,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.023637000000000002,51.607058,On or near Fairfield Road,E01003750,Redbridge 001G,Burglary,Under investigation,,POINT (2631.258803880981 6729385.971507383)
64411,a3ae9be284528a8653c546f7bed9d392d480258d415fa512a5335b4ff0da91dc,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.12731099999999998,51.609703,On or near Romford Road,E01003726,Redbridge 002D,Burglary,Under investigation,,POINT (14172.19569238194 6729860.084774409)
64439,d65de312fd984c3f3087d9fa1b1d9cc85e3c366d433ec4d2cd01aa6b6ba512dd,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.10469300000000001,51.608762,On or near Fallow Close,E01003727,Redbridge 003D,Burglary,Under investigation,,POINT (11654.37144962029 6729691.408420102)
64441,bf3dba6a859186859596f0fe5952e8786eccdcd008690b3d88889a1a3a774959,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.10290899999999999,51.609226,On or near Tufter Road,E01003727,Redbridge 003D,Burglary,Under investigation,,POINT (11455.77747804444 6729774.581020756)
64442,897cce2b9c88ee837dfc38c83b75a633b02314fbbaf7f09cb780e3286541cdc0,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.102151,51.611263,On or near Holt Way,E01003727,Redbridge 003D,Burglary,Under investigation,,POINT (11371.39730402373 6730139.725965984)
64471,3a696c3e6e7e5ba744b0ac968030765ef44cf3b3102a2941da1212e09dfdf642,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.037703,51.610601,On or near Hillside Close,E01003655,Redbridge 004B,Burglary,Under investigation,,POINT (4197.078761378663 6730021.056542993)
64494,c7619cc0846c494892f6a3fea529172cca87f25a84a2ae247582722789a3d6a9,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.044715,51.615891999999995,On or near Buckhurst Way,E01003660,Redbridge 004D,Burglary,Under investigation,,POINT (4977.6510308201 6730969.56399552)
64501,bead4d80e98e195dbad5cec5e6eb06a1cdea220cb74e4f8ea299ffe5a8d49fd1,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.055397,51.606460999999996,On or near Chigwell Road,E01003656,Redbridge 005A,Burglary,Under investigation,,POINT (6166.765831473725 6729278.963751486)
64510,3907440692effa69ca28d6d584c25bef53096ad55224388c7e5a4789fe4e34d2,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.054027,51.606189,On or near Supermarket,E01003657,Redbridge 005B,Burglary,Under investigation,,POINT (6014.258129087239 6729230.210265636)
64519,dd4cdbb890360b309e8b2218582efca89cdc066848493b7c13e4f10b27d1fa64,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.052824,51.602244,On or near Highfield Road,E01003659,Redbridge 005C,Burglary,Under investigation,,POINT (5880.340781663092 6728523.138316042)
64544,8f394090647181932804b0f2a3b81e881961563dbbf430a5d429c7c8468cd379,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.082758,51.598102000000004,On or near Kingsley Road,E01003700,Redbridge 006C,Burglary,Under investigation,,POINT (9212.578419070842 6727780.823680992)
64545,04157ab333c8e22a7b4819c79576444907ee5e34bb5e9f213e74e1a10adabe02,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.084758,51.593866,On or near Fullwell Avenue,E01003700,Redbridge 006C,Burglary,Under investigation,,POINT (9435.217400656808 6727021.732717499)
64570,013ed100b0d1d40df05996f8bb4403a58cb2d3aa4fa37b3b01ebd7f2d983be1f,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.084828,51.605169000000004,On or near Vincent Close,E01003702,Redbridge 006E,Burglary,Under investigation,,POINT (9443.009765011991 6729047.387294971)
64583,6be9bb5257cedb26ceed09e9612ca67dad61b0d37efee4ffa8471e44f0b998da,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.068012,51.603128000000005,On or near Hampstead Avenue,E01003703,Redbridge 006F,Burglary,Under investigation,,POINT (7571.061207831835 6728681.57444656)
64590,2825fb87aa5e4bfe59938e11307c7b95e10fb210021473d0f8860eb48233aca6,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.091251,51.602258,On or near Hazelbrouck Gardens,E01003704,Redbridge 006G,Burglary,Under investigation,,POINT (10158.01485437752 6728525.647461489)
64609,1b9b283116d2f67fbeea0644afcf30ab35c9fd2ca0d1cc938af271f081c13f6e,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.026374,51.592622999999996,On or near George Lane,E01003668,Redbridge 007A,Burglary,Under investigation,,POINT (2935.940250183086 6726799.000621304)
64610,8794927d3cf32c574ac44da61b0606d3e210634b7c1eada0aa323788f12d123b,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.022343000000000002,51.590615,On or near Woodford Road,E01003668,Redbridge 007A,Burglary,Under investigation,,POINT (2487.211382794246 6726439.201711459)
64611,a3ad9b55e79af5290c08d20697d29258fb12a0ecc11e2a88c6566c7997719096,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.027072000000000002,51.591433,On or near Parking Area,E01003668,Redbridge 007A,Burglary,Under investigation,,POINT (3013.641254755283 6726585.771259878)
64637,cf595a8edb704071e77826c2a11ffaec40450200a7826f12ce65d10f6a9d8dcb,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.02085,51.603815000000004,On or near Wensley Avenue,E01003670,Redbridge 007C,Burglary,Under investigation,,POINT (2321.011383039865 6728804.705107884)
64638,1ca4eef5b707b7dbdb9e9ec4526dcd45d6b9bbc9791b127d2b90c1ca2e8a472a,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.02055,51.601941,On or near Salway Close,E01003670,Redbridge 007C,Burglary,Under investigation,,POINT (2287.615535802961 6728468.833429057)
64645,ea15b721f5fe0610c3a5b6a0e2fdfb5b2010c286bdf301c5a565bfa46868879b,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.029817000000000003,51.6025,On or near Shenfield Road,E01003671,Redbridge 007D,Burglary,Awaiting court outcome,,POINT (3319.213256984423 6728569.019955112)
64665,3c19d241c41bf14d0ba7cbb76a47b17670f5a3f3a9eebe6c05ba65ee688ee7a3,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.012952000000000002,51.594706,On or near Grove End,E01003673,Redbridge 007F,Burglary,Under investigation,,POINT (1441.810044753655 6727172.255043172)
64666,6e7cbabaaebd869ea748d39e5019cfb38d8f171f82c560a26a2ce1b4ff893a5e,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.014293,51.597264,On or near Walpole Road,E01003673,Redbridge 007F,Burglary,Under investigation,,POINT (1591.089481908535 6727630.648510166)
64678,b837127aa8303909473c82e216d8f21224e193328c24412798d57247c8591358,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.026539999999999998,51.597008,On or near Sports/Recreation Area,E01003674,Redbridge 007G,Burglary,Under investigation,,POINT (2954.419285654192 6727584.772160881)
64679,a68a6306aedb16fd0f2ef113a83ec4ffe2a785fc50a1c0d4bd2d3fca1ebe9294,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.023385,51.593915,On or near Parking Area,E01003674,Redbridge 007G,Burglary,Under investigation,,POINT (2603.206292200623 6727030.513110045)
64725,cd044f9535f264bcab8661e4fd7188b609b6325d93c3e37db8abbcf3a47295c0,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.06953,51.597436,On or near Caernarvon Drive,E01003708,Redbridge 008B,Burglary,Under investigation,,POINT (7740.044194855722 6727661.471827579)
64742,e733504d53bf448b49147abeb3b923fe9ee0bc55f3b6e59907463d23ecd7b31b,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.033421,51.588131,On or near Cadogan Gardens,E01003759,Redbridge 009A,Burglary,Under investigation,,POINT (3720.408701800698 6725994.133830237)
64766,4249f03a1ecef051d6254248566929610162d87cc6f4f8b444d00d2368e3c160,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.033037000000000004,51.597633,On or near Gordon Road,E01003762,Redbridge 009D,Burglary,Under investigation,,POINT (3677.662017337008 6727696.775421751)
64767,a1f66212eafce6abcf3fbf48de8dfe391964400bb8756484ca66e0ff087a182a,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.036675,51.595034000000005,On or near Raven Road,E01003762,Redbridge 009D,Burglary,Under investigation,,POINT (4082.64232484389 6727231.031183188)
64768,aab201b3bb41d91a56afaabd9c25f42d1d3e3b92f51c94025190cbaec4efd4a6,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.032331,51.596053999999995,On or near Diana Close,E01003762,Redbridge 009D,Burglary,Under investigation,,POINT (3599.070456837776 6727413.813355347)
64785,b87bd162f54308bc970c9e29c077a2ea3a743b610d2b88a1384bf4795154142d,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.0435,51.592695,On or near Northview Drive,E01003763,Redbridge 009E,Burglary,Under investigation,,POINT (4842.397849506816 6726811.902072802)
